text	HS
"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees"	0
Same hoe said I couldn't get it tryna kick it.	0
This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake	0
RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl	0
I hit raw while im listening to papoose	0
Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd	1
RT @acidlacedbong: I am so jealous of bitches who can squirt &#128530;	0
"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC"	1
@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;	0
basement diving mook bastards	0
You're black? Your name looks Hungarian. You marry a Hunky? @JulieSczesny @ChrisLoesch	0
He only favorites your tweet about him to keep his other hoes happy	0
@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?	0
RT @KevinTheGee: &#8220;@ButteryAssRobb: &#8220;@KevinTheGee: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221;@TropicalBlanket this nigga trying &#8230;	0
RT @NOGOODNIGGER_: Stop gassing up these regular ass bitches	0
I swear this hoe been following me ever since I went on break	0
@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please	0
RT @JulieSnark: I love asking really hot, skinny bitches when they're due.	0
@shareefkeyes fat hoes need a treadmill??? Lol hmu! Therealwesjames@gmail.com	0
"RT @RapBars_: Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life"""	0
@gusunger feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.	0
RT @The_Paradox: FAGGOT RT @80sbaby4life: I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &#8230;	0
@DimitriCrossin bitch ass	0
RT @ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...	0
U think them nigs u with is with u?	0
&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?	0
RT @YoungGizzle_: You bitches selfish .. Y'all want Father's Day too? Damn lol	0
"RT @sky106radio: For lots of great oldies, check out ""Memories and More"", with Yankee Rose, today from 1:00 PM to 4:00 PM Eastern! http://t&#8230;"	0
"""&amp; he's gone always be a hoe"""	0
@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL	0
Just cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend	0
RT @NevaWhoDat: wet pussy is the best pussy &#128588;&#128527;&#128540;&#128069;&#128166;&#128572;&#128175;	0
RT @BeardedNixon: Poont gotta be trash	0
"My cat just rolled on me and said ""lets go run a game of 21, bitch"" http://t.co/6kjgd0z1x2"	0
"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"	0
RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol	0
You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;	0
RT @BitchNiggaAlexx: Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already	0
&#8220;@iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo	0
RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;	0
I done seen a lot of fake shit. That bitch ain't bad, she's basic.	0
@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu	0
@kater_tater_ shine bright like a bad bitch	0
Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.	0
RT @ReIateThings: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch &#8230;	0
The bitch who shot CJ is going upstate &#128079;&#128079;&#128588;&#128588;&#128591;&#128591; now he can RIP &#128124; http://t.co/ualjxaPMKJ	0
Yo hoe is like a tick so she hunting for a blood	0
"@tyler_wilde As in, ""throw birds with long pointy beaks at you""?"	0
These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down	0
Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees	0
I want a cowboy killer	0
"""All these bitches want a baby, I don't want no children."""	0
' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick , with a whole lotta spit &#1043291; let it drip &#1043292; Yea catch... http://t.co/i3WOHNQo7S	0
RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE	0
@im_jessicaaaaa ok hoe	0
If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.	0
If you really know me, you know all the problem i go through with all these hating ass bitches.	0
"RT @EbonyRogue: Tierra Marie: ""I'm the Princess of the ROC""
Rihanna: ""y'all get a good pic cause this bitch ain't gone be here long"" http:/&#8230;"	0
@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner	0
Pretty motherfucker pull up in this bitch like	0
@iiTweet_YuLurk &#128514;&#128514;&#128128;&#128128;&#128128;&#128128;bitch you outta line	0
Fuck this fuckin bitch and her stupid analysis bullshit	0
&#8220;@NiggaImTatted: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu	0
RT @nerdreign: This isn't some privilege to be thrown around all willy-nilly. You've gotta earn the right to call me a bitch.	0
Even gtta AK sittn at my bitch house	0
RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!	0
I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets	0
"""@A7XDemery: I'm a fucking fag they said"""	0
@weGIANTS Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk	0
Bussin bitches with my Gwale' Gwalas	0
@Pinche_Escobar too make up for your yellow chompers? #candyass	0
Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.	0
All a nicca need is time .. #BePatient	0
Bruh RT @share_ps4: He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO	0
"RT @dubstep_cowboy: #HowToGetAGirl do not and I repeat DO NOT! refer to her as your ""bitch"""	0
Break shit fuck the law....grrrr...fuck that shit...punch that bitch!	0
@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.	1
&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2	0
@PaulConroy @habeshasuperman oh, it's coming up, little bitch, and the U.S. Has no veto over it. It'll be a thrill to watch.	0
i need some claritin clear in this bitch	0
Like some nigga lie to bitches &amp; wonder why they go crazy ... That ain't me	0
RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.	0
RT @I_Be_kOoLz Food be good...except that rice they cook that bitch on Monday for the week + Tootsies?	0
@DrewHelms21 I know right so much retard	0
@JayyRosayy you ain't got no hoes lil jess you're a lil guy	0
"RT @lilduval: Why black women say ""I'm gon get me a white man"" like white guys not dogging bitches too. Y'all so dumb"	0
@NewsCommenter @gatewaypundit Who the Hell needs permission for anything from that fat-assed, ghetto whore?	0
RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;	0
RT @koniikonn: &#8220;@_Weezy_Wee: If you ask me, every bitch gay&#8221; not me I'm all sexual	0
Some of these niqqa a straight pussy whipped &#128165;	0
Cute dumb females trash.	0
Rap bitches prolly scared of Remy ma lol	0
bout to beat this case like a pussy nigga &#128074;&#128074;&#128074;&#128074;&#128074;&#128074;&#128074;	0
Everybody is being a bitch at my house	0
#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5	0
@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do	0
Bad bitches ain't cheap	0
that hoe aint there anymore	0
RT @daggerbyte: Call me old fashioned, but I'm sewn together with magic and birds.	0
Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe	0
&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas	0
We're a good match cuz we both retarded...n weed	0
RT @FleeBiscuit: I look in the mirror and see a pussy ass bitch that sits down when he pees.	0
RT @Solyybee_: Lmfao RT&#8220;@macktology101: Alco(ho)l&#8221;	0
my mother raised a cunt... lol	0
@_Marzzz nigger	0
@thejokerxo yes!!! I love the hair on her pussy...lol	0
So if a girl gets drunk and does some hoe shit...it's rape now???	0
@DanielSizelove @Conrad_MLG get on cunt	1
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey"""	1
' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;	0
@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.	0
Dis bitch a wizard &#8220;@dominicrock55: &#8220;@H8UHOES: Snd me nudes like dis lol http://t.co/7f2dW6SMR8&#8221; her couch floatin? Wtf&#8221;	0
anybody want to take me to pollo?	0
I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me	0
RT @PlMPCESS: im so fucking done with @sprint i fucking hate you guys and your insurance policy is trash and omg square the fuck up	0
RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;	0
RT @Tylar____: @1stBlocJeremiah lol man bitch shutup I'm salty lowkey	0
"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin"	0
RT @Medz4u: &#8226;not all black girls are ghetto though	0
Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;	0
RT @Jonnietherotten: Listen twitter just because 161 assholes just followed some stupid cunt does not mean I want to. Piss off with your fu&#8230;	0
so uncivilized	0
@AceHudsonJr bitches tryna take all my money, g.	0
@desamador you gotta be like me n the twins, just chug it all before everyone	0
RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0	0
@Pattty_B I called your bitch ass &#128530;	0
37- no, i dont like hoes	0
Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!	0
He got hoes for sell! Shop with him! #lmfao #TrekGang http://t.co/iuCM6OEVy3	0
I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)	0
RT @JaazieL_: Bitches will tell you, it's all about the angles &#128129; RT &#8220;@40oz_VAN: Watching my bitch take 25 selfies just to get that right 1.&#8221;	0
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch	0
Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.	0
RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;	0
You're a hoe ass faggot bitch cunt nigga	0
""" bitch who do you love """	0
RT @LifeAsKing: New Orleans is still trash	0
@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch	1
How can I not take my style back from niccas when niccas was taking my style WAY before.....Preach @1future &#128175; #RNS	0
@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real	0
"""I'm probably your main bitch chocolate dipped cinnamon apple"""	0
RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv	0
Just said bye to @ParkerWidly. Last time I have to see his bitch ass for four months #ThankGod	0
&#8220;@Tom_2Times: Making weed brownies tonight&#8221; goin slide me a batch relo	0
I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox	0
I like to butt fuck fine ladies. Will I choke hold a bitch? Well maybe #55	0
All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love	0
Morning trash http://t.co/xba6WWVO7m	0
Yo @espn u let that peckerwood skip get away with anything.. Fuck u @espn	0
People hate on da rig life but I love my baby more then a pussy ass nigguh	0
@Valentin_R94 bitch whatever nigga u were to scared to play	0
@pyroballyPOOPS 6-1 bitch dont hate	0
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets	0
Keep to myself this year bitches reckless	0
RT @PrettyFlyyHippy: If you can stick one finger in your pussy and feel all 4 walls . Your still tight &#128076;	0
"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch."	0
If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised..	0
the bitch mob is bad for your health	0
RT @ClicquotSuave: nigg complaining about a journal and bitches half naked	0
"even nature looks awesome when colored in #663399Becca

http://t.co/8B0fTjGost"	0
Best rider? That goes to a blaxican.	0
All my old hoes gone love my video	0
@NayNooski @kboavz which one bobby bitch or hot nigga?	0
Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I don't give a fuck about you or anything that you do	0
The funny thing is the daughter never got kicked out on her one night stand, I didn't have the courage to tell her, her mom an official hoe	0
RT @CjayyTaughtHer: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his &#8230;	0
